EmailID,Contains_Offer,Contains_Win,Contains_Financial,Email_Length,Capital_Letter_Ratio,Spam
2477,No,No,No,129,0.05,Yes
2478,No,Yes,Yes,482,0.13,Yes
2479,No,No,No,278,0.09,No
2480,Yes,No,No,111,0.27,No
2481,Yes,Yes,Yes,485,0.27,No
2482,Yes,Yes,Yes,459,0.3,No
2483,No,Yes,No,359,0.27,Yes
2484,Yes,Yes,Yes,164,0.06,No
2485,Yes,Yes,Yes,280,0.26,Yes
2486,No,Yes,No,161,0.3,Yes
2487,Yes,Yes,Yes,394,0.14,Yes
2488,Yes,Yes,No,208,0.04,Yes
2489,No,No,Yes,480,0.18,Yes
2490,Yes,No,Yes,342,0.13,Yes
2491,Yes,Yes,Yes,445,0.12,No
2492,No,Yes,No,190,0.22,Yes
2493,No,Yes,Yes,395,0.27,Yes
2494,Yes,No,No,446,0.27,Yes
2495,Yes,Yes,No,377,0.27,No
2496,No,No,Yes,466,0.07,Yes
2497,Yes,No,Yes,110,0.06,No
2498,No,Yes,No,129,0.18,Yes
2499,No,Yes,No,407,0.26,Yes
2500,Yes,No,Yes,216,0.24,No
2501,Yes,No,Yes,299,0.09,No
2502,No,Yes,Yes,453,0.02,Yes
2503,No,No,Yes,444,0.19,Yes
2504,No,No,Yes,129,0.13,No
2505,Yes,Yes,Yes,276,0.04,Yes
2506,No,No,No,358,0.12,Yes
2507,No,No,Yes,201,0.12,Yes
2508,Yes,No,Yes,471,0.28,Yes
2509,Yes,Yes,Yes,323,0.19,Yes
2510,Yes,No,Yes,248,0.12,No
2511,Yes,Yes,Yes,417,0.24,No
2512,Yes,Yes,Yes,292,0.24,Yes
2513,Yes,No,No,149,0.1,No
2514,Yes,Yes,No,453,0.29,No
2515,Yes,No,Yes,245,0.28,No
2516,No,Yes,No,256,0.07,No
2517,Yes,Yes,No,331,0.08,No
2518,Yes,No,Yes,485,0.18,No
2519,Yes,Yes,No,207,0.1,Yes
2520,No,No,Yes,379,0.02,No
2521,Yes,Yes,No,307,0.06,Yes
2522,No,No,Yes,107,0.05,No
2523,No,Yes,Yes,415,0.1,Yes
2524,Yes,Yes,Yes,141,0.12,No
2525,Yes,Yes,Yes,143,0.18,No
2526,Yes,Yes,Yes,437,0.15,No
2527,No,Yes,No,326,0.01,No
2528,No,No,Yes,260,0.28,Yes
2529,No,No,No,409,0.06,No
2530,Yes,Yes,No,496,0.25,No
2531,Yes,No,No,292,0.04,Yes
2532,Yes,No,No,219,0.18,No
2533,No,No,No,355,0.15,Yes
2534,Yes,No,No,263,0.22,No
2535,No,Yes,No,292,0.27,No
2536,No,No,No,495,0.02,No
2537,No,No,Yes,384,0.11,Yes
2538,Yes,Yes,Yes,262,0.19,No
2539,Yes,Yes,Yes,497,0.14,Yes
2540,Yes,Yes,Yes,308,0.17,Yes
2541,Yes,Yes,No,184,0.2,No
2542,No,No,Yes,204,0.17,No
2543,No,Yes,Yes,248,0.26,Yes
2544,Yes,No,Yes,216,0.16,Yes
2545,No,Yes,No,189,0.28,No
2546,Yes,No,Yes,427,0.27,No
2547,No,Yes,No,113,0.13,No
2548,Yes,No,Yes,156,0.25,No
2549,No,No,No,313,0.06,Yes
2550,Yes,Yes,Yes,273,0.08,Yes
2551,Yes,No,No,285,0.05,No
2552,No,Yes,No,362,0.21,No
2553,Yes,No,No,346,0.28,No
2554,No,Yes,Yes,284,0.13,No
2555,No,No,Yes,496,0.27,Yes
2556,No,Yes,No,463,0.26,No
2557,No,No,Yes,257,0.06,Yes
2558,No,Yes,Yes,446,0.02,No
2559,No,No,Yes,106,0.01,No
2560,No,Yes,Yes,243,0.14,Yes
2561,No,No,Yes,165,0.16,No
2562,Yes,No,No,186,0.13,Yes
2563,No,No,Yes,395,0.08,Yes
2564,No,Yes,No,327,0.05,No
2565,Yes,No,No,467,0.15,No
2566,Yes,No,No,264,0.16,Yes
2567,No,No,No,374,0.27,Yes
2568,Yes,Yes,No,173,0.29,No
2569,Yes,No,Yes,238,0.23,No
2570,Yes,No,Yes,252,0.24,Yes
2571,Yes,No,No,419,0.13,No
2572,No,Yes,Yes,443,0.28,Yes
2573,No,Yes,No,443,0.1,No
2574,Yes,No,Yes,499,0.28,Yes
2575,No,Yes,No,403,0.07,Yes
2576,No,Yes,No,324,0.09,No
2577,Yes,No,Yes,500,0.07,Yes
2578,No,Yes,Yes,466,0.22,No
2579,Yes,No,Yes,417,0.21,No
2580,No,Yes,No,199,0.23,No
2581,No,Yes,No,446,0.19,Yes
2582,No,No,No,442,0.24,Yes
2583,No,Yes,No,118,0.29,Yes
2584,Yes,Yes,Yes,234,0.24,No
2585,No,No,No,162,0.11,No
2586,No,Yes,Yes,195,0.2,No
2587,Yes,Yes,No,291,0.05,No
2588,Yes,No,Yes,175,0.15,Yes
2589,No,No,Yes,300,0.18,No
2590,No,No,Yes,489,0.03,Yes
2591,No,Yes,No,435,0.15,Yes
2592,No,No,Yes,314,0.26,No
2593,Yes,Yes,No,363,0.3,No
2594,No,Yes,No,110,0.11,Yes
2595,Yes,No,Yes,204,0.09,Yes
2596,Yes,Yes,No,393,0.28,No
2597,No,No,No,137,0.02,Yes
2598,Yes,No,Yes,424,0.29,Yes
2599,No,No,Yes,251,0.17,No
2600,No,Yes,Yes,399,0.24,Yes
2601,Yes,No,Yes,197,0.17,Yes
2602,Yes,Yes,No,363,0.19,Yes
2603,Yes,Yes,Yes,335,0.14,No
2604,No,Yes,Yes,378,0.19,Yes
2605,No,Yes,Yes,232,0.22,Yes
2606,Yes,No,Yes,364,0.28,No
2607,No,No,No,234,0.18,Yes
2608,Yes,No,Yes,424,0.2,Yes
2609,Yes,Yes,Yes,229,0.03,No
2610,No,No,Yes,258,0.23,No
2611,No,Yes,Yes,288,0.23,No
2612,Yes,No,Yes,302,0.1,No
2613,Yes,Yes,Yes,497,0.25,Yes
2614,Yes,No,Yes,201,0.13,No
2615,Yes,Yes,Yes,448,0.02,Yes
2616,Yes,No,No,332,0.27,No
2617,Yes,Yes,Yes,295,0.15,No
2618,No,No,No,328,0.15,No
2619,No,Yes,No,190,0.04,No
2620,Yes,No,Yes,288,0.1,Yes
2621,No,No,No,453,0.26,No
2622,No,No,No,412,0.15,Yes
2623,Yes,No,No,114,0.16,No
2624,Yes,Yes,Yes,407,0.05,Yes
2625,No,No,No,364,0.17,Yes
2626,Yes,Yes,No,241,0.25,Yes
2627,Yes,Yes,Yes,298,0.3,Yes
2628,Yes,No,No,474,0.05,No
2629,No,Yes,No,237,0.06,No
2630,Yes,No,No,231,0.12,Yes
2631,Yes,No,No,140,0.18,No
2632,No,Yes,No,406,0.07,Yes
2633,Yes,No,Yes,393,0.17,Yes
2634,Yes,No,Yes,141,0.13,No
2635,Yes,Yes,Yes,122,0.24,Yes
2636,No,No,Yes,251,0.14,No
2637,No,Yes,Yes,428,0.12,No
2638,No,Yes,No,358,0.15,No
2639,No,Yes,Yes,201,0.18,No
2640,Yes,Yes,Yes,198,0.06,No
2641,No,Yes,No,459,0.19,No
2642,No,Yes,Yes,169,0.26,Yes
2643,Yes,No,No,107,0.11,Yes
2644,No,No,Yes,496,0.02,Yes
2645,No,Yes,No,142,0.23,Yes
2646,Yes,Yes,No,428,0.27,No
2647,Yes,No,Yes,305,0.07,No
2648,Yes,Yes,Yes,302,0.26,No
2649,Yes,Yes,Yes,448,0.29,No
2650,Yes,No,No,296,0.02,No
2651,Yes,Yes,No,192,0.17,No
2652,No,No,No,353,0.21,Yes
2653,No,No,Yes,468,0.26,Yes
2654,No,Yes,Yes,285,0.29,Yes
2655,Yes,No,Yes,488,0.23,No
2656,No,Yes,No,315,0.06,No
2657,Yes,Yes,No,237,0.15,Yes
2658,Yes,Yes,No,445,0.06,Yes
2659,Yes,No,No,400,0.02,Yes
2660,Yes,Yes,No,293,0.18,Yes
2661,No,Yes,No,158,0.02,No
2662,Yes,Yes,No,440,0.05,Yes
2663,No,No,Yes,135,0.19,Yes
2664,No,No,No,304,0.04,No
2665,No,Yes,Yes,307,0.19,No
2666,Yes,No,No,333,0.28,No
2667,No,No,Yes,292,0.24,No
2668,Yes,Yes,Yes,213,0.11,Yes
2669,No,Yes,Yes,279,0.02,Yes
2670,No,No,Yes,431,0.27,No
2671,No,Yes,Yes,383,0.23,No
2672,Yes,Yes,No,389,0.21,No
2673,No,No,No,419,0.05,No
2674,No,No,No,294,0.07,No
2675,Yes,Yes,No,216,0.09,No
2676,Yes,Yes,Yes,482,0.04,No
2677,Yes,No,No,279,0.11,No
2678,Yes,No,Yes,405,0.15,Yes
2679,No,No,Yes,238,0.24,Yes
2680,Yes,No,No,436,0.25,No
2681,No,No,Yes,451,0.21,Yes
2682,No,Yes,Yes,472,0.15,Yes
2683,No,Yes,No,243,0.28,No
2684,Yes,No,Yes,278,0.3,No
2685,No,No,Yes,112,0.02,No
2686,No,No,Yes,496,0.22,Yes
2687,No,No,No,311,0.17,Yes
2688,No,Yes,No,304,0.14,No
2689,No,No,Yes,384,0.12,Yes
2690,Yes,Yes,No,433,0.25,No
2691,No,Yes,No,168,0.26,Yes
2692,Yes,Yes,No,225,0.02,No
2693,Yes,Yes,Yes,103,0.08,No
2694,Yes,No,Yes,144,0.17,Yes
2695,No,Yes,Yes,413,0.13,No
2696,No,No,Yes,265,0.15,Yes
2697,Yes,No,No,352,0.05,No
2698,Yes,Yes,Yes,107,0.04,Yes
2699,No,Yes,Yes,311,0.27,No
2700,No,No,Yes,459,0.29,No
2701,Yes,Yes,No,254,0.14,Yes
2702,No,Yes,No,112,0.28,Yes
2703,No,Yes,Yes,171,0.29,Yes
2704,No,Yes,No,143,0.11,Yes
2705,No,No,No,148,0.07,Yes
2706,No,No,Yes,279,0.19,Yes
2707,Yes,Yes,No,190,0.19,Yes
2708,Yes,Yes,No,301,0.3,No
2709,No,No,Yes,191,0.03,Yes
2710,Yes,Yes,Yes,209,0.06,Yes
2711,Yes,Yes,Yes,119,0.04,Yes
2712,No,No,Yes,281,0.23,Yes
2713,No,No,Yes,363,0.07,Yes
2714,Yes,No,Yes,120,0.15,Yes
2715,No,Yes,No,208,0.29,Yes
2716,Yes,No,No,445,0.04,No
2717,Yes,Yes,No,113,0.16,No
2718,Yes,Yes,Yes,471,0.2,No
2719,Yes,Yes,Yes,439,0.28,Yes
2720,No,No,Yes,306,0.05,No
2721,No,Yes,Yes,264,0.09,No
2722,Yes,No,Yes,415,0.06,Yes
2723,No,No,Yes,434,0.2,Yes
2724,No,No,Yes,266,0.14,No
2725,Yes,No,Yes,225,0.03,No
2726,No,No,No,274,0.27,No
2727,Yes,Yes,Yes,475,0.17,No
2728,Yes,No,Yes,171,0.16,Yes
2729,Yes,Yes,Yes,125,0.07,No
2730,Yes,Yes,No,433,0.03,No
2731,No,No,Yes,457,0.22,No
2732,No,No,Yes,230,0.16,Yes
2733,No,No,No,302,0.16,No
2734,No,No,Yes,200,0.28,No
2735,Yes,Yes,No,324,0.15,No
2736,Yes,Yes,No,422,0.28,Yes
2737,No,No,Yes,118,0.1,Yes
2738,No,Yes,Yes,266,0.25,No
2739,Yes,Yes,No,218,0.27,No
2740,Yes,No,Yes,395,0.1,Yes
2741,Yes,Yes,Yes,117,0.02,Yes
2742,Yes,No,No,368,0.1,No
2743,Yes,No,Yes,329,0.19,No
2744,Yes,Yes,No,252,0.12,No
2745,Yes,Yes,Yes,141,0.26,Yes
2746,Yes,No,Yes,151,0.22,Yes
2747,No,Yes,No,185,0.26,Yes
2748,Yes,Yes,No,291,0.15,Yes
2749,No,No,No,390,0.06,Yes
2750,No,Yes,Yes,200,0.07,Yes
2751,Yes,Yes,Yes,233,0.3,No
2752,No,Yes,Yes,214,0.17,Yes
2753,Yes,Yes,Yes,396,0.05,Yes
2754,No,Yes,Yes,422,0.25,Yes
2755,Yes,Yes,Yes,459,0.2,Yes
2756,No,Yes,Yes,151,0.16,No
2757,No,Yes,Yes,180,0.08,No
2758,Yes,Yes,Yes,262,0.18,Yes
2759,No,No,No,400,0.29,Yes
2760,Yes,Yes,Yes,175,0.14,Yes
2761,Yes,Yes,Yes,165,0.23,No
2762,Yes,No,No,378,0.13,Yes
2763,No,No,Yes,493,0.09,Yes
2764,Yes,Yes,Yes,122,0.2,Yes
2765,Yes,No,Yes,264,0.25,Yes
2766,No,Yes,No,228,0.21,No
2767,Yes,No,Yes,272,0.06,No
2768,No,No,Yes,205,0.21,No
2769,Yes,No,No,314,0.15,Yes
2770,No,Yes,No,272,0.3,Yes
2771,Yes,No,Yes,328,0.3,No
2772,Yes,Yes,No,263,0.02,No
2773,No,No,Yes,111,0.12,Yes
2774,No,Yes,Yes,295,0.27,Yes
2775,Yes,Yes,Yes,193,0.2,Yes
2776,Yes,No,Yes,435,0.04,Yes
2777,No,Yes,Yes,334,0.05,No
2778,No,No,Yes,122,0.12,No
2779,No,Yes,Yes,149,0.09,No
2780,No,No,No,245,0.27,Yes
2781,No,Yes,Yes,174,0.26,Yes
2782,Yes,No,No,388,0.05,Yes
2783,No,Yes,Yes,393,0.25,No
2784,Yes,Yes,Yes,424,0.18,Yes
2785,No,Yes,Yes,211,0.24,Yes
2786,No,No,No,347,0.18,No
2787,Yes,Yes,No,396,0.14,No
2788,Yes,No,No,194,0.08,No
2789,Yes,Yes,No,138,0.08,No
2790,No,Yes,No,375,0.14,No
2791,No,No,No,347,0.18,No
2792,No,No,Yes,498,0.06,No
2793,Yes,Yes,No,172,0.18,Yes
2794,No,Yes,No,392,0.08,Yes
2795,No,No,Yes,364,0.14,Yes
2796,Yes,No,No,127,0.16,Yes
2797,Yes,Yes,Yes,191,0.29,No
2798,No,No,Yes,157,0.02,No
2799,Yes,Yes,No,150,0.16,Yes
2800,No,No,No,360,0.02,Yes
2801,Yes,No,No,233,0.01,Yes
2802,No,Yes,Yes,431,0.07,Yes
2803,Yes,No,Yes,230,0.03,No
2804,Yes,No,Yes,472,0.2,No
2805,No,No,No,150,0.21,No
2806,Yes,Yes,Yes,123,0.25,No
2807,No,Yes,No,438,0.19,Yes
2808,Yes,No,Yes,308,0.28,No
2809,Yes,No,Yes,491,0.01,No
2810,Yes,No,No,357,0.21,No
2811,No,Yes,No,474,0.21,No
2812,Yes,Yes,No,498,0.23,Yes
2813,No,Yes,Yes,392,0.04,No
2814,Yes,No,No,101,0.26,No
2815,No,Yes,No,478,0.08,Yes
2816,No,Yes,Yes,166,0.22,Yes
2817,No,Yes,No,158,0.2,No
2818,No,Yes,No,160,0.07,Yes
2819,Yes,Yes,Yes,444,0.22,Yes
2820,Yes,Yes,Yes,213,0.09,Yes
2821,Yes,No,Yes,143,0.17,No
2822,Yes,No,Yes,446,0.19,No
2823,No,Yes,No,375,0.08,No
2824,Yes,Yes,No,149,0.28,No
2825,No,No,No,219,0.24,No
2826,Yes,No,No,252,0.06,No
2827,No,No,No,122,0.22,Yes
2828,Yes,No,No,223,0.29,Yes
2829,No,No,Yes,440,0.17,No
2830,Yes,Yes,Yes,395,0.22,No
2831,Yes,Yes,Yes,157,0.16,No
2832,No,Yes,No,115,0.1,Yes
2833,Yes,Yes,No,272,0.04,Yes
2834,No,No,Yes,183,0.04,No
2835,Yes,No,No,344,0.05,Yes
2836,Yes,Yes,No,302,0.2,No
2837,No,No,No,470,0.25,Yes
2838,No,Yes,Yes,226,0.01,Yes
2839,No,No,No,221,0.3,Yes
2840,Yes,No,No,316,0.04,No
2841,No,Yes,No,316,0.02,No
2842,No,Yes,No,458,0.1,No
2843,Yes,No,No,450,0.15,Yes
2844,Yes,No,No,438,0.28,Yes
2845,Yes,No,Yes,179,0.24,Yes
2846,Yes,Yes,Yes,449,0.06,No
2847,Yes,Yes,No,397,0.26,No
2848,Yes,No,No,253,0.27,No
2849,No,Yes,Yes,269,0.19,No
2850,Yes,Yes,No,256,0.07,No
2851,No,Yes,Yes,431,0.14,No
2852,No,Yes,Yes,249,0.02,Yes
2853,Yes,No,Yes,500,0.16,No
2854,Yes,Yes,Yes,418,0.04,Yes
2855,Yes,No,No,212,0.2,No
2856,Yes,Yes,Yes,405,0.08,Yes
2857,No,No,No,220,0.23,Yes
2858,No,No,No,184,0.2,Yes
2859,Yes,Yes,No,220,0.24,No
2860,Yes,Yes,Yes,137,0.19,Yes
2861,No,Yes,No,451,0.07,No
2862,No,No,Yes,340,0.04,Yes
2863,Yes,No,Yes,123,0.01,Yes
2864,No,No,Yes,388,0.13,Yes
2865,No,No,No,325,0.17,No
2866,Yes,Yes,Yes,354,0.05,Yes
2867,Yes,No,No,275,0.22,No
2868,Yes,No,No,445,0.13,No
2869,Yes,No,No,382,0.23,Yes
2870,Yes,No,No,424,0.1,Yes
2871,No,No,Yes,161,0.18,Yes
2872,No,Yes,Yes,454,0.03,Yes
2873,No,No,No,243,0.12,Yes
2874,No,Yes,No,130,0.2,No
2875,Yes,Yes,No,267,0.07,Yes
2876,No,No,Yes,346,0.15,Yes
2877,No,Yes,Yes,352,0.28,Yes
2878,Yes,No,Yes,406,0.17,Yes
2879,No,Yes,No,327,0.17,Yes
2880,No,Yes,No,306,0.12,No
2881,Yes,Yes,No,325,0.1,No
2882,No,No,No,186,0.14,No
2883,Yes,No,No,269,0.25,No
2884,Yes,No,Yes,335,0.04,Yes
2885,No,No,No,219,0.18,No
2886,No,Yes,No,457,0.14,No
2887,No,Yes,No,447,0.21,No
2888,No,Yes,Yes,447,0.19,Yes
2889,Yes,Yes,Yes,396,0.21,Yes
2890,Yes,No,No,234,0.12,No
2891,No,No,No,450,0.21,No
2892,Yes,Yes,Yes,423,0.04,Yes
2893,Yes,Yes,No,353,0.03,Yes
2894,Yes,No,No,174,0.29,No
2895,Yes,No,Yes,201,0.03,No
2896,Yes,Yes,Yes,475,0.14,No
2897,Yes,Yes,Yes,182,0.06,No
2898,No,No,No,500,0.24,No
2899,Yes,Yes,Yes,344,0.03,Yes
2900,Yes,No,Yes,459,0.29,Yes
2901,Yes,No,No,216,0.13,No
2902,Yes,No,No,489,0.24,No
2903,No,Yes,Yes,243,0.01,No
2904,No,No,No,287,0.18,No
2905,No,No,Yes,469,0.17,Yes
2906,Yes,Yes,Yes,139,0.24,Yes
2907,No,No,No,134,0.09,Yes
2908,No,Yes,Yes,112,0.28,Yes
2909,No,No,Yes,153,0.13,Yes
2910,No,Yes,Yes,352,0.16,No
2911,No,No,Yes,305,0.06,Yes
2912,No,Yes,No,216,0.06,No
2913,No,Yes,No,299,0.09,Yes
2914,No,Yes,Yes,268,0.12,Yes
2915,Yes,Yes,Yes,419,0.22,Yes
2916,Yes,Yes,Yes,288,0.14,Yes
2917,Yes,Yes,Yes,284,0.04,No
2918,Yes,No,Yes,330,0.06,Yes
2919,Yes,Yes,No,438,0.29,Yes
2920,No,No,No,248,0.03,Yes
2921,Yes,No,No,319,0.08,Yes
2922,Yes,Yes,No,497,0.21,No
2923,Yes,No,No,200,0.08,No
2924,No,No,No,191,0.03,Yes
2925,No,Yes,No,143,0.27,Yes
2926,No,Yes,Yes,322,0.27,Yes
2927,No,Yes,Yes,311,0.06,No
2928,No,Yes,No,358,0.14,No
2929,Yes,No,No,241,0.13,Yes
2930,Yes,Yes,No,224,0.25,Yes
2931,Yes,Yes,Yes,190,0.05,No
2932,Yes,No,No,274,0.07,Yes
2933,Yes,Yes,No,324,0.23,Yes
2934,No,No,Yes,212,0.21,Yes
2935,No,No,No,452,0.22,Yes
2936,No,No,No,421,0.05,Yes
2937,No,Yes,Yes,386,0.23,No
2938,Yes,Yes,Yes,484,0.17,Yes
2939,Yes,Yes,Yes,407,0.23,Yes
2940,Yes,Yes,Yes,152,0.15,No
2941,Yes,Yes,Yes,271,0.14,No
2942,No,Yes,No,424,0.21,Yes
2943,No,No,Yes,115,0.17,Yes
2944,No,Yes,Yes,134,0.21,No
2945,Yes,No,No,172,0.08,No
2946,Yes,Yes,Yes,160,0.12,Yes
2947,Yes,No,No,120,0.18,Yes
2948,Yes,No,Yes,119,0.15,Yes
2949,No,No,No,381,0.03,No
2950,Yes,Yes,Yes,444,0.26,No
2951,No,No,No,297,0.27,Yes
2952,No,No,No,237,0.02,No
2953,No,Yes,No,476,0.06,Yes
2954,No,Yes,Yes,118,0.18,Yes
2955,Yes,Yes,No,421,0.23,Yes
2956,Yes,Yes,No,489,0.22,No
2957,No,Yes,No,460,0.09,Yes
2958,Yes,Yes,No,111,0.01,Yes
2959,No,Yes,No,269,0.04,Yes
2960,Yes,Yes,No,346,0.16,Yes
2961,Yes,No,Yes,146,0.11,Yes
2962,Yes,Yes,No,289,0.19,Yes
2963,Yes,Yes,No,336,0.26,No
2964,Yes,No,No,107,0.23,Yes
2965,Yes,No,No,315,0.19,Yes
2966,No,No,Yes,387,0.13,Yes
2967,No,No,No,260,0.06,Yes
2968,No,No,Yes,334,0.19,Yes
2969,Yes,No,No,276,0.1,No
2970,No,Yes,No,237,0.16,No
2971,Yes,No,Yes,423,0.24,No
2972,Yes,No,No,408,0.26,Yes
2973,Yes,No,No,340,0.11,Yes
2974,No,No,Yes,152,0.19,Yes
2975,No,No,Yes,236,0.05,Yes
2976,Yes,No,No,391,0.05,Yes
2977,Yes,Yes,No,445,0.1,No
2978,Yes,Yes,Yes,386,0.29,No
2979,Yes,Yes,Yes,399,0.14,Yes
2980,Yes,No,Yes,315,0.15,Yes
2981,No,Yes,No,214,0.01,Yes
2982,Yes,Yes,No,184,0.15,No
2983,No,Yes,Yes,332,0.2,No
2984,No,Yes,No,141,0.28,No
2985,Yes,No,No,214,0.2,Yes
2986,No,Yes,No,451,0.17,Yes
2987,Yes,Yes,No,336,0.05,No
2988,Yes,Yes,Yes,389,0.14,No
2989,Yes,Yes,No,414,0.16,No
2990,Yes,No,No,370,0.09,Yes
2991,No,No,No,450,0.03,No
2992,No,No,No,279,0.15,Yes
2993,No,Yes,No,308,0.19,No
2994,Yes,Yes,No,267,0.1,No
2995,Yes,Yes,Yes,361,0.16,No
2996,Yes,No,Yes,153,0.07,Yes
2997,No,No,No,191,0.13,No
2998,Yes,Yes,No,168,0.07,No
2999,No,No,Yes,282,0.13,No
3000,Yes,No,Yes,217,0.17,No
3001,No,Yes,Yes,476,0.12,No
3002,Yes,Yes,Yes,215,0.22,No
3003,No,Yes,Yes,207,0.28,No
3004,No,Yes,No,227,0.1,No
3005,Yes,Yes,No,148,0.2,No
3006,No,No,Yes,308,0.08,Yes
3007,Yes,Yes,Yes,303,0.12,No
3008,Yes,Yes,No,302,0.2,Yes
3009,No,Yes,No,273,0.24,Yes
3010,No,No,Yes,484,0.29,No
3011,No,No,Yes,427,0.18,Yes
3012,No,Yes,Yes,227,0.21,Yes
3013,Yes,No,No,309,0.08,Yes
3014,No,No,No,111,0.1,Yes
3015,Yes,No,No,187,0.11,No
3016,No,Yes,Yes,245,0.26,No
3017,No,Yes,No,138,0.01,Yes
3018,Yes,No,No,399,0.28,No
3019,Yes,Yes,Yes,487,0.1,Yes
3020,No,No,No,294,0.11,Yes
3021,No,Yes,Yes,373,0.2,No
3022,No,Yes,Yes,191,0.05,Yes
3023,No,Yes,No,346,0.16,Yes
3024,No,Yes,No,179,0.18,Yes
3025,Yes,Yes,Yes,218,0.14,No
3026,Yes,Yes,Yes,255,0.06,Yes
3027,No,No,Yes,344,0.15,No
3028,No,No,No,194,0.3,No
3029,No,No,No,318,0.2,Yes
3030,No,Yes,Yes,127,0.25,No
3031,No,Yes,No,343,0.25,No
3032,No,No,No,447,0.04,Yes
3033,Yes,No,No,236,0.28,Yes
3034,No,Yes,Yes,202,0.14,Yes
3035,Yes,Yes,Yes,212,0.19,Yes
3036,Yes,Yes,No,409,0.21,Yes
3037,No,No,No,242,0.17,Yes
3038,No,Yes,No,247,0.03,Yes
3039,No,Yes,No,467,0.09,Yes
3040,No,Yes,No,482,0.01,No
3041,Yes,No,No,292,0.11,Yes
3042,No,No,Yes,442,0.05,No
3043,No,Yes,Yes,256,0.16,Yes
3044,Yes,Yes,Yes,170,0.2,Yes
3045,Yes,No,No,181,0.27,Yes
3046,No,No,No,426,0.03,No
3047,No,No,Yes,440,0.02,Yes
3048,Yes,No,Yes,414,0.19,Yes
3049,No,Yes,No,485,0.14,No
3050,No,No,No,288,0.09,No
3051,No,No,Yes,121,0.23,Yes
3052,No,No,No,356,0.11,Yes
3053,No,No,Yes,415,0.1,No
3054,No,Yes,No,375,0.11,No
3055,No,Yes,No,177,0.06,Yes
3056,No,Yes,No,180,0.1,Yes
3057,No,Yes,No,132,0.2,Yes
3058,No,No,Yes,488,0.06,Yes
3059,Yes,Yes,Yes,187,0.09,No
3060,No,No,No,263,0.13,Yes
3061,Yes,No,No,376,0.24,No
3062,No,No,Yes,424,0.17,No
3063,No,No,Yes,295,0.09,Yes
3064,Yes,Yes,Yes,487,0.29,No
3065,Yes,Yes,Yes,217,0.28,Yes
3066,Yes,No,No,379,0.07,No
3067,No,No,No,258,0.09,Yes
3068,No,Yes,Yes,490,0.19,Yes
3069,Yes,Yes,Yes,105,0.17,Yes
3070,No,Yes,No,142,0.29,Yes
3071,No,Yes,Yes,256,0.3,Yes
3072,Yes,Yes,No,358,0.3,Yes
3073,Yes,Yes,Yes,160,0.12,No
3074,Yes,Yes,Yes,248,0.27,No
3075,No,No,No,397,0.24,No
3076,No,Yes,Yes,462,0.18,Yes
3077,Yes,No,No,469,0.13,Yes
3078,Yes,Yes,No,118,0.23,Yes
3079,Yes,Yes,Yes,349,0.08,No
3080,No,No,No,479,0.05,Yes
3081,Yes,No,Yes,390,0.11,No
3082,No,No,No,416,0.1,Yes
3083,Yes,Yes,No,185,0.23,No
3084,No,Yes,Yes,218,0.17,Yes
3085,No,No,No,491,0.06,Yes
3086,Yes,Yes,No,485,0.18,No
3087,Yes,No,No,406,0.14,No
3088,Yes,No,Yes,471,0.07,Yes
3089,Yes,Yes,Yes,351,0.12,Yes
3090,No,Yes,No,310,0.11,No
3091,Yes,No,No,401,0.15,No
3092,No,Yes,No,143,0.08,Yes
3093,No,Yes,Yes,136,0.01,Yes
3094,No,No,No,329,0.14,No
3095,Yes,No,Yes,458,0.12,Yes
3096,No,Yes,No,388,0.14,No
3097,No,No,No,352,0.22,Yes
3098,Yes,Yes,Yes,251,0.18,No
3099,No,No,Yes,379,0.26,No
3100,No,Yes,Yes,260,0.23,No
3101,Yes,Yes,Yes,428,0.09,Yes
3102,Yes,No,Yes,236,0.05,Yes
3103,No,No,Yes,305,0.04,No
3104,No,No,Yes,448,0.09,Yes
3105,Yes,No,No,175,0.11,No
3106,No,No,Yes,125,0.27,No
3107,No,No,Yes,221,0.11,Yes
3108,No,Yes,No,439,0.06,Yes
3109,Yes,No,No,285,0.14,Yes
3110,No,Yes,No,360,0.08,No
3111,No,Yes,No,167,0.13,No
3112,No,Yes,Yes,358,0.21,Yes
3113,Yes,No,Yes,378,0.28,No
3114,Yes,No,No,254,0.23,Yes
3115,Yes,Yes,Yes,353,0.1,Yes
3116,No,Yes,No,387,0.09,Yes
3117,Yes,Yes,Yes,429,0.27,Yes
3118,Yes,No,No,225,0.26,No
3119,No,Yes,Yes,425,0.18,Yes
3120,Yes,Yes,Yes,443,0.3,No
3121,Yes,No,Yes,413,0.11,Yes
3122,Yes,Yes,No,185,0.09,No
3123,Yes,No,Yes,179,0.24,Yes
3124,No,Yes,No,104,0.06,Yes
3125,Yes,Yes,Yes,393,0.17,Yes
3126,Yes,No,No,129,0.25,No
3127,No,No,No,239,0.16,Yes
3128,Yes,Yes,Yes,370,0.14,Yes
3129,Yes,No,No,161,0.07,No
3130,No,Yes,Yes,110,0.18,Yes
3131,Yes,Yes,Yes,370,0.15,Yes
3132,No,No,Yes,230,0.21,Yes
3133,No,Yes,Yes,195,0.23,Yes
3134,No,Yes,No,360,0.15,No
3135,No,Yes,Yes,378,0.11,No
3136,No,Yes,Yes,141,0.17,Yes
